1555965,/auteur/Kim-Stanley-Robinson/8282,Le Ministère du futur,"L'auteur de science-fiction légendaire Kim Stanley Robinson nous propose une vision du changement climatique pareille à nulle autre.
Établi en 2025, l'objectif de la nouvelle organisation était simple : plaider pour les générations à venir du monde et protéger toutes les créatures vivantes, présentes et futures. Il fut vite surnommé « le Ministère du Futur ».
Raconté entièrement sous forme des témoignages directs de ses personnages, Le Ministèr",3.68,170,"[1512811, 1402533, 1475297, 1561886, 1406667]","[' littérature générale  ', ' Romans et nouvelles de genre  ', ' roman  ', ' anticipation  ', ' dystopie  ', ' fiction  ', ' société  ', ' scientifique  ', ' littérature  ', ' climat  ', ' cli-fi  ', ' science-fiction  ', ' imaginaire  ', ' politique  ', ' science  ', ' rechauffement climatique  ', ' écologie  ', ' littérature étrangère  ', ' états-unis  ', ' littérature américaine  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1572083,/auteur/Isabelle-Astier/459718,Les utopiennes : Des nouvelles de 2043,"Les utopies daujourdhui sont les évidences de demain.
Vingt ans se sont écoulés et nos utopies sont advenues. Depuis le futur, les Utopien·nes nous racontent leur vie : comment elles et ils habitent le monde ; leur organisation économique, politique, sociale, amoureuse ; les clés qui ont permis la bascule vers ce monde nouveau À travers des nouvelles, des interviews, une bande dessinée, un poème, des photos, les Utopien·nes vous invitent>Voir plus",4.5,4,"[1154867, 1249667, 1406667, 1337634, 1302319]","[' littérature générale  ', ' roman  ', ' nouvelles  ', ' cli-fi  ', ' utopie  ', 'utopie', 'Voir plus', 'littérature française', 'littérature russe']"
1120592,/auteur/Guillaume-Desgeorge/501592,"La tête dans les nuages, tome 1 : Jéricho","A la fin du 21ème siècle, les hommes vivent dans de grandes métropoles et passent une grande partie de leur temps dans des mondes virtuels. Les nations, elles, se disputent la ressource la plus rare de la planète : leau potable.
Dans ce monde aride, Ange, mène une vie heureuse. Journaliste en herbe et future épouse de Paul, promu à un brillant avenir dans la Compagnie délite du gouvernement, tout semble sourire à la jeune femme.
Un jour, alors quell",4.55,11,"[1453510, 835150, 355141, 1372169, 1272514]","[' littérature générale  ', ' Romans et nouvelles de genre  ', ' anticipation  ', ' post-apocalyptique  ', ' Dystopie et Uchronie  ', ' futuriste  ', ' cli-fi  ', ' science-fiction  ', 'cli-fi', 'Voir plus', 'science-fiction']"
1322182,/auteur/Corinne-Morel-Darleux/232947,Là où le feu et l'ours,"Histoire de Violette.
Là où le feu et lours. Histoire de Violette est le récit de la rencontre dune jeune femme et dun ours nouveau-né. Leur périple, dans une steppe parcourue de vents de feu, les mènera jusquà lOasis, un lieu foisonnant
qui leur réserve bien des surprises
Là où le feu et lours. Histoire de Violette est le premier roman de Corinne Morel Darleux, autrice de lessai politique et littéraire Plutôt couler en b",4.02,23,"[838011, 1087011, 608585, 1050214, 1411355]","[' littérature générale  ', ' roman  ', ' jeunesse  ', ' littérature jeunesse  ', ' littérature pour adolescents  ', ' nature  ', ' ours  ', ' cli-fi  ', ' politique  ', ' écologie  ', ' animaux  ', ' littérature française  ', 'écologie', 'Voir plus', 'culture générale', 'littérature', 'écrivain', 'roman', 'politique']"
1176769,/auteur/Jean-Marc-Ligny/8480,Alliances,"Alliances traite, au XXIVe siècle, bien après la dévastation due au réchauffement climatique, des relations équivoques et complexes que certains humains entretiennent avec des animaux : Fourmites, corneilles, serpents, chiens... et des alliances qu'ils pourraient passer avec eux. Y sont abordés les thèmes de la communication interespèces, la place devenue secondaire (et dispensable) de l'homme dans le nouvel écosystème généré par le changement climatique, et l'émerg",4.01,48,"[1307294, 1074518, 679896, 1489241, 865505]","[' roman  ', ' anticipation  ', ' dystopie  ', ' littérature jeunesse  ', ' jeune adulte  ', ' cli-fi  ', ' post-apocalyptique  ', ' forêts  ', ' catastrophe nucléaire  ', ' société  ', ' désert  ', ' nucléaire  ', ' climat  ', ' survie  ', ' sfff  ', ' science-fiction française  ', ' science-fiction  ', ' écologie  ', ' animaux  ', ' littérature française  ', 'science-fiction', 'Voir plus']"
1310871,/auteur/Kim-Stanley-Robinson/8282,Lisière du Pacifique,"Dans un monde qui travaille a redécouvrir l'harmonie avec la nature, la petite ville d'El Modena, en Californie, prend l'aspect d'une utopie sociale et écologique. Pourtant, Kevin Claiborne, jeune architecte et constructeur qui a grandit dans ce monde plus vert, se trouve impliqué dans une lutte afin de préserver la vie équilibrée de sa communauté, contre les tentations d'exploitation et de corruption.
Entre polar, projection politique et science-fict",3.52,23,"[1074518, 1185817, 1382317, 1266988, 1342699]","[' littérature générale  ', ' Romans et nouvelles de genre  ', ' fantasy  ', ' rouge  ', ' utopie  ', ' cli-fi  ', ' science-fiction anticipation  ', ' sfff  ', ' science-fiction  ', ' imaginaire  ', ' écologie  ', ' littérature américaine  ', ' Californie (États-Unis)  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1572435,/auteur/George-Turner/363490,L'été et la mer,"Dans un avenir de plus en plus proche de nous, LÉté et la mer, est une uvre à nulle autre pareil, qui décrit avec acuité la vanité et l'aveuglement du système capitaliste, seul responsable du désastre climatique. 
Francis Conway est un Stable. Sur une population de près de dix milliards d'habitants, il fait partie des chanceux... jusqu'au jour où son père se suicide après avoir perdu son emploi. Sa famille déménage alors aux abords du territoire Sou",4.21,14,"[1561886, 1436674, 1572434, 1263358, 1539335]","[' littérature générale  ', ' Romans et nouvelles de genre  ', ' roman historique  ', ' post-apocalyptique  ', ' cli-fi  ', ' sfff  ', ' science-fiction  ', ' littérature australienne  ', ' espagnol  ', 'science-fiction', 'Voir plus', 'science-fiction']"
981595,/auteur/Meg-Little-Reilly/465928,Les tempêtes,"Fuir ou ne pas fuir ? Radioscopie dun couple en veille de tempête.
Ash et Pia ont choisi de mener une vie différente. Quitter leur petit confort de Brooklyn, ce quotidien de trentenaires arty. Acheter une jolie maison dans le Vermont. Rêver ensemble à de nouveaux projets devant des paysages à couper le souffle.
Mais leur greendream sannonce de courte durée, menacé par lannonce « des Tempêtes », un événement climatique sans précédent. Face à ",3.77,15,"[965239, 1111056, 963552, 956835, 956725]","[' roman  ', ' cli-fi  ', ' climat  ', ' solidarité  ', ' tempête  ', ' post-apocalyptique  ', ' vermont  ', ' couple  ', ' littérature américaine  ', 'vermont', 'Voir plus', 'auteur américain', 'littérature américaine', 'états-unis']"
350217,/auteur/Yann-Quero/213581,Le Procès de l'Homme Blanc,"Présentation de l'éditeur
Année 2143 : le réchauffement climatique a provoqué l'arrêt du Gulf Stream et plongé l'hémisphère Nord sous la glace. Au coeur de ce qui reste de l'Asie, dans un univers de survivants, le Président de la République de Singapour, ultime puissance mondiale vacillante, s'efforce de réunir les communautés rescapées du Tiers-Monde, afin d'organiser le grand Procès de l'Homme Blanc, considéré comme le responsable de la catastrophe",3.75,4,"[713695, 462210, 1305342, 1590171, 1185829]","[' pratique  ', ' tourisme  ', ' cli-fi  ', ' science-fiction  ', 'cli-fi', 'Voir plus', 'science-fiction']"
699997,/auteur/Mack-Reynolds/91051,Les gaspilleurs,"Paul Kosloff est lun des meilleurs agents secrets au service des États-Unis. Sa réputation et son efficacité sont aussi grandes que sa soif den découdre avec le Grand Ennemi communiste. La Guerre froide bat son plein mais la perception du jeu a changé : désormais, il est évident que le capitalisme à laméricaine et léconomie centralisée à la soviétique ont beaucoup en commun. Aussi, doit-on calmer les ardeurs du fameux Kosloff...
On lui confie alors une mi",3.61,14,"[784637, 704066, 633443, 1454474, 693690]","[' littérature générale  ', ' Romans et nouvelles de genre  ', ' nouvelles  ', ' cli-fi  ', ' science-fiction  ', 'science-fiction', 'Voir plus', 'science-fiction']"
204636,/auteur/Jean-Christophe-Chaumette/47312,Le Niwaad,"Pour Nashgen le boîteux, le Niwaâd n'était qu'un mot perçu au travers d'un songe brumeux, une quête absurde qui lui évitait de sombrer dans la folie et qui le maintenait accroché à la vie.
     Mais pour d'autres il évoquait les plus lourds secrets du clergé, enfermés au coeur des cryptes des terres noires, l'impitoyable lutte des prêtres et blasphémateurs, les mystères de l'origine du monde.
     Et cette quête, jusqu'où l'entraînerait-elle, au-delà ",3.77,13,"[103229, 24366, 64178]","[' fantastique  ', ' post-apocalyptique  ', ' cli-fi  ', ' écofiction  ', ' science-fiction  ', 'écofiction', 'Voir plus', 'science-fiction']"
1355438,/auteur/John-Brunner/7760,"Le troupeau aveugle, tome 1","La fin du monde, Austin Train l'a annoncée depuis longtemps.   Le désastre écologique.En ce début du XXIe siècle, la Méditerranée est une mer morte. Certains jours, à New York, il pleut de l'acide. Les microbes résistent aux antibiotiques, et l'eau du robinet n'est potable qu'un jour sur deux.  Et parce que Austin Train a dit la vérité, il est traqué comme une bête sauvage.De John Brunner, après Tous à Zanzibar et Sur l'onde de choc, voici le troisième volet de sa g",3.67,12,"[240164, 97828, 48783, 21543, 80352]","[' essai  ', ' pollution  ', ' cli-fi  ', ' apocalyptique  ', ' science-fiction  ', ' écologie  ', ' littérature anglaise  ', ' 20ème siècle  ', 'science fiction', 'littérature', 'science fiction', 'extraterrestre', 'russe', 'apocalyptique', 'Voir plus', 'science-fiction']"
1440652,/auteur/Florence-Jou/487120,Payvagues,"Payvagues est un voyage en quatre récits avec pour guides les voix de femmes, sorcières ou chamanes aux pouvoirs cosmo-telluriques. 
Entre désolation et merveilleux, des individus traversent des expériences inédites sous l'influence de ces voix, dans des zones au climat bouleversé. Iels explorent des relations inédites avec la faune et la flore, les phénomènes géologiques et climatiques, découvrent de nouveaux états organiques et symbiotiques. 
Ces réc",3.3,5,"[1631132, 1594683, 893486, 1595085, 1610750]","[' récits  ', ' littérature générale  ', ' actualités et reportages  ', ' littérature expérimentale  ', ' guide  ', ' merveilleux  ', ' sorcières  ', ' climat  ', ' expériences  ', ' faune  ', ' cli-fi  ', ' nature  ', ' voyages  ', 'nature', 'Voir plus', 'littérature française', 'littérature russe']"
865505,/auteur/Paolo-Bacigalupi/51616,Water Knife,"La guerre de lor bleu fait rage autour du fleuve Colorado. Détective, assassin et espion, Angel Velasquez coupe leau pour la Direction du Sud Nevada qui assure la survie de Las Vegas. Lorsque remonte à la surface la rumeur dune nouvelle source, Angel gagne la ville dévastée de Phoenix avec une journaliste endurcie et une jeune migrante texane.
Quand leau est plus précieuse que lor, une seule vérité régit le désert : un homme doit saigner pour qu",3.67,95,"[707298, 881795, 784637, 912224, 781126]","[' littérature générale  ', ' roman  ', ' dystopie  ', ' anticipation  ', ' fiction  ', ' thriller  ', ' cli-fi  ', ' survie  ', ' violence  ', ' eau  ', ' nevada  ', ' mercenaires  ', ' science-fiction anticipation  ', ' science-fiction  ', ' guerre  ', ' écologie  ', ' rechauffement climatique  ', ' crime  ', ' états-unis  ', ' littérature américaine  ', 'science-fiction', 'Voir plus', 'science-fiction']"
386033,/auteur/Jean-Marc-Ligny/8480,Exodes,"Le réchauffement climatique s'est emballé au point que la Terre devient une planète hostile à la vie. Partout la civilisation s'effondre, les hommes n'en ont plus pour longtemps, et ils le savent.
Va-t-on, comme Pradeesh Gorayan et sa famille, dans l'enclave sous dôme de Genève, poursuivre notre train-train comme si de rien n'était ?
Va-t-on, comme Mercedes Sanchez, en Espagne, se réfugier dans la religions et attendre des Anges venus du ciel qu'ils no",4.12,226,"[592932, 970508, 168601, 491135, 455196]","[' roman  ', ' anticipation  ', ' dystopie  ', ' fantastique  ', ' apocalypse  ', ' fin du monde  ', ' pollution  ', ' survie  ', ' post-apocalyptique  ', ' cli-fi  ', ' violence  ', ' sfff  ', ' science-fiction  ', ' écologie  ', ' rechauffement climatique  ', ' environnement  ', ' changements climatiques  ', ' france  ', ' littérature française  ', ' français  ', 'science-fiction', 'Voir plus']"
499634,/auteur/Barbara-Kingsolver/15265,Dans la lumière,"Dans les Appalaches, au cur de la forêt, Dellarobia Turnbow aperçoit une lumière aveuglante. La vallée semble en feu. Mais ces reflets rougeoyants n'ont rien à voir avec des flammes. Ce sont les ailes de centaines de papillons qui recouvrent le feuillage des arbres.
Cette étrange apparition devient un enjeu collectif : la communauté religieuse de la ville croit reconnaître un signe de Dieu et certains scientifiques invoquent une anomalie climatique. ",3.76,195,"[259549, 15968, 32658, 392723, 259009]","[' roman  ', ' société  ', ' femmes  ', ' climat  ', ' papillons  ', ' rentrée littéraire 2013  ', ' autrice  ', ' nature  ', ' pauvreté  ', ' tennessee  ', ' cli-fi  ', ' science  ', ' environnement  ', ' changements climatiques  ', ' rechauffement climatique  ', ' écologie  ', ' famille  ', ' états-unis  ', ' Appalaches (États-Unis)  ', ' littérature américaine  ', 'écologie', 'Voir plus']"
71819,/auteur/James-Graham-Ballard/25765,Le monde englouti,"« Comme l'énorme soleil se rapprochait avec un roulement de tambour, jusqu'à remplir le ciel lui-même, la végétation épaisse qui bordait les falaise de calcaire se renversa brusquement en arrière, découvrant ainsi les gueules, noires et grises comme la pierre, de volumineux lézards sortis du trias. Il avancèrent en se dandinant vers le bord des falaises et se mirent à rugir en chur devant le soleil » 
Ce n'est que le premier cauchemar de Kerans. Car cette T",3.25,151,"[410521, 27316, 136361, 29891, 45354]","[' roman  ', ' anticipation  ', ' fantastique  ', ' fin du monde  ', ' post-apocalyptique  ', ' j.g. ballard  ', ' littérature  ', ' cli-fi  ', ' jungle  ', ' apocalypse  ', ' sfff  ', ' science-fiction anticipation  ', ' science-fiction  ', ' psychologie  ', ' science  ', ' changements climatiques  ', ' royaume-uni  ', ' littérature anglaise  ', ' littérature britannique  ', ' anglais  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1115371,/auteur/Aurelie-Wellenstein/87672,Mers mortes,"Mers et océans ont disparu. L'eau s'est évaporée, tous les animaux marins sont morts. Des marées fantômes déferlent sur le monde et charrient des spectres avides de vengeance. Requins, dauphins, baleines, arrachent l'âme des hommes et la dévorent. Seuls les exorcistes, protecteurs de l'humanité, peuvent les détruire. 
Oural est l'un d'eux. Il est vénéré par les habitants de son bastion qu'il protège depuis la catastrophe. Jusqu'au jour où Bengale, un capitai",4.02,385,"[1089854, 1176907, 1059739, 1210209, 1174821]","[' aventure  ', ' roman  ', ' anticipation  ', ' dystopie  ', ' fantasy  ', ' fantastique  ', ' jeune adulte  ', ' littérature pour adolescents  ', ' post-apocalyptique  ', ' quête  ', ' magie  ', ' science-fiction  ', ' sfff  ', ' fantômes  ', ' écologie  ', ' mer  ', ' mers et océans  ', ' pirates  ', ' france  ', ' littérature française  ', 'écologie', 'Voir plus', 'fantasy', 'sfff', 'heroic fantasy']"
137294,/auteur/James-Graham-Ballard/25765,Sécheresse,"Au-delà des monticules de sel, s'étendait le terrain découvert qui avait été jadis le haut banc côtier. Les anciennes dunes gisaient ensevelies sous le sel rejeté du rivage, lors des tempêtes, et les amoncellements de sable et de poussière qui retombaient des collines. Le sol sableux, grisâtre, dans lequel de rares touffes d'herbe avaient encore prise, était jonché de morceaux à demi enterrés de charpentes en fer et de diverses pièces de métal.
    ",3.38,102,"[410521, 137319, 105161, 168579, 50713]","[' littérature générale  ', ' roman  ', ' anticipation  ', ' fantastique  ', ' fin du monde  ', ' post-apocalyptique  ', ' littérature  ', ' folie  ', ' bataille  ', ' cli-fi  ', ' speculative fiction  ', ' science-fiction  ', ' changements climatiques  ', ' écologie  ', ' royaume-uni  ', ' littérature anglaise  ', ' littérature britannique  ', ' littérature anglo-saxonne  ', ' anglais  ', ' 20ème siècle  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1181877,/auteur/Sandrine-Collette/250349,Et toujours les forêts,"Corentin, personne nen voulait. Ni son père envolé, ni les commères dont les rumeurs abreuvent le village, ni surtout sa mère, qui rêve de sen débarrasser. Traîné de foyer en foyer, son enfance est une errance. Jusqu'au jour où sa mère labandonne à Augustine, lune des vieilles du hameau. Au creux de la vallée des Forêts, ce territoire hostile où habite laïeule, une vie recommence.
À la grande ville où le propulsent ses études, Corentin plonge sans retenu",3.89,1693,"[1117895, 1266383, 1189328, 1170017, 1276898]","[' roman  ', ' dystopie  ', ' anticipation  ', "" roman d'anticipation  "", ' fiction  ', ' roman noir  ', ' Catastrophes  ', ' survie  ', ' solitude  ', ' autrice  ', ' fin du monde  ', ' nature  ', ' forêts  ', ' apocalypse  ', ' post-apocalyptique  ', ' science-fiction  ', ' environnement  ', ' famille  ', ' france  ', ' littérature française  ', 'post-apocalyptique', 'Voir plus']"
17864,/auteur/Jean-Marc-Ligny/8480,Aqua (TM),"En 2030, l'enjeu vital autour duquel se battent les peuples et les nations n'est plus le pétrole mais l'eau potable. Sécheresse et réchauffement climatique obligent. Aussi, quand un petit pays d'Afrique assoiffé découvre, grâce à une image satellite piratée, une nappe phréatique dans son sous-sol, c'est la survie assurée !
     Assurée ? Pas évident : un grand consortium américain, à qui appartient le satellite, revendique la possession de cette nappe et",3.85,243,"[115688, 52993, 871616, 228448, 814033]","[' roman  ', ' anticipation  ', ' dystopie  ', ' fantastique  ', ' thriller  ', ' cli-fi  ', ' post-apocalyptique  ', ' littérature  ', ' hacker  ', ' science-fiction  ', ' religion  ', ' politique  ', ' géopolitique  ', ' écologie  ', ' changements climatiques  ', ' france  ', ' burkina faso  ', ' littérature française  ', ' français  ', ' afrique  ', 'science-fiction', 'Voir plus']"
18381,/auteur/Octavia-E-Butler/12961,La Parabole du semeur,"Le nouveau président des Etats-Unis provoque une crise sans précédent. Dérèglement social et climatique, épidémies, pauvreté, violences... Dans ce décor post-apocalyptique, la barbarie règne, les murs s'élèvent. La fille d'un pasteur noir atteinte d'hyper-empathie entame la rédaction d'une Bible d'espoir et d'humanité, Le Livre des Vivants. Une anticipation visionnaire.",4.12,281,"[20338, 1515435, 1213042, 30709, 214482]","[' journal  ', ' roman  ', ' anticipation  ', ' dystopie  ', ' fantasy  ', ' poésie  ', ' post-apocalyptique  ', ' femmes  ', ' afrofuturisme  ', ' autrice  ', ' société  ', ' racisme  ', ' esclavagisme  ', ' adolescence  ', ' littérature  ', ' science-fiction  ', ' religion  ', ' états-unis  ', ' littérature américaine  ', ' 20ème siècle  ', 'science-fiction', 'Voir plus', 'science-fiction']"
621754,/auteur/Paolo-Bacigalupi/51616,La fille flûte et autres fragments de futurs brisés,"Nominées ou lauréates des plus grands prix, ces dix nouvelles ont fait la notoriété de Paolo Bacigalupi et posé le saisissant univers postpétrole de ses fictions ainsi que les thèmes sociaux, politiques et environnementaux chers à l'une des voix les plus puissantes de la science fiction contemporaine.",3.94,87,"[535647, 553289, 592932, 212478, 266723]","[' littérature générale  ', ' roman  ', ' dystopie  ', ' anticipation  ', ' fantasy  ', ' nouvelles  ', ' fiction  ', ' mondialisation  ', ' humanité  ', ' post-apocalyptique  ', ' mort  ', ' merveilleux  ', ' espoir  ', ' misère  ', ' pessimisme  ', ' science-fiction  ', ' manipulation  ', ' écologie  ', ' littérature étrangère  ', ' littérature américaine  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1264579,/auteur/Maja-Lunde/425138,La fin des océans (Bleue),"Paru le 09/05/2019 aux éditions ""Presses de la Cité"" sous le titre ""Bleue""
Puis le 03/09/2020 aux éditions ""Pocket"" sous le titre ""La fin des océans""
2017. Confrontée aux menaces commerciales qui pèsent sur son fjord, Signe appareille sur son voilier, direction le Sud de la France. Lécologie au cur, la Norvégienne ne laissera pas fondre son glacier natal  devrait-elle affronter, pour cela, son premier amour
2041. Guerre de leau, inc",3.53,103,"[1433125, 1055630, 1244509, 1337634, 1150946]","[' roman  ', ' dystopie  ', ' anticipation  ', ' littérature  ', ' eau  ', ' avenir  ', ' climat  ', ' réfugiés  ', ' sécheresse  ', ' science-fiction  ', ' guerre  ', ' écologie  ', ' environnement  ', ' rechauffement climatique  ', ' mer  ', ' bateaux  ', ' littérature  norvégienne  ', ' norvège  ', ' norvégien  ', ' littérature nordique  ', 'sécheresse', 'Voir plus', 'science-fiction']"
19780,/auteur/-Ayerdhal/4382,"Demain, une oasis","Il était moitié médecin moitié technocrate, à Genève. Il avait un nom. Il n'en a plus : on le lui a retiré un soir, avec le reste de son existence. Une limousine devant, une derrière, un coup de freins, des portières qui claquent, un pistolet-mitrailleur, deux baffes bien assénées, une cagoule, des jours dans une cave sous perfusion et somnifères... Normal pour un kidnapping !
C'est au réveil que ça commence à clocher, quelque part dans un désert africain, à ",3.93,182,"[368689, 97994, 10377, 8683, 168736]","[' littérature générale  ', ' roman  ', ' dystopie  ', ' anticipation  ', ' littérature jeunesse  ', ' thriller  ', "" grand prix de l'imaginaire  "", ' humanisme  ', ' humanitaire  ', ' littérature  ', ' science-fiction  ', ' politique  ', ' terrorisme  ', ' guerre  ', ' écologie  ', ' france  ', ' français  ', ' littérature française  ', ' littérature francophone  ', ' afrique  ', 'science-fiction', 'Voir plus', 'science-fiction']"
727543,/auteur/Jeff-VanderMeer/20893,Annihilation,"La Zone X, mystérieuse, mortelle. Et en expansion. Onze expéditions soldées par des suicides, meurtres, cancers foudroyants et troubles mentaux. Douzième expédition. 
Quatre femmes. Quatre scientifiques seules dans une nature sauvage. Leur but : ne pas se laisser contaminer, survivre et cartographier la Zone X.
« Un thriller psychologique crispant et glacial Un peu de Kubrick, beaucoup de Lovecraft, le roman provoque une tensio",3.56,399,"[639029, 1277040, 1022320, 916669, 478029]","[' aventure  ', ' roman  ', ' dystopie  ', ' fantastique  ', ' fantasy  ', ' suspense  ', ' thriller  ', ' femmes  ', ' exploration  ', ' folie  ', ' post-apocalyptique  ', ' mystère  ', ' mort  ', ' nature  ', ' science-fiction  ', ' amour  ', ' voyages  ', ' science  ', ' biologie  ', ' littérature américaine  ', 'science-fiction', 'Voir plus', 'science-fiction']"
1280120,/auteur/Klaus-Modick/296609,Mousse,"Un botaniste vieillissant, de renommée internationale, se retire dans sa maison de famille dans la campagne allemande pour écrire un ultime ouvrage visant à critiquer les méthodes de la botanique moderne. 
À mesure quil avance dans la rédaction, et alors que sa force physique décline, son visage progressivement envahi par une mousse verte et mystérieuse, il réalise que son travail scientifique la en réalité tenu à lécart de la nature, de sa vitalité et de ",3.76,27,"[1276898, 1365977, 1139799, 1145656, 684820]","[' roman étranger  ', ' littérature générale  ', ' roman  ', ' fantastique  ', ' poésie  ', ' autobiographie  ', ' nature  ', ' mort  ', ' obsessions  ', ' botanique  ', ' littérature  ', ' mousse  ', ' science  ', ' environnement  ', ' écologie  ', ' famille  ', ' philosophie  ', ' allemand  ', ' allemagne  ', ' littérature allemande  ', 'mousse', 'Voir plus', 'spiritualité', 'philosophie']"
34709,/auteur/Cormac-McCarthy/5610,La Route,"L'apocalypse a eu lieu. Le monde est dévasté, couvert de cendres et de cadavres. Parmi les survivants, un père et son fils errent sur une route, poussant un caddie rempli d'objets hétéroclites. Dans la pluie, la neige et le froid, ils avancent vers les côtes du Sud, la peur au ventre : des hordes de sauvages cannibales terrorisent ce qui reste de l'humanité. Survivront-ils à leur voyage ?",4.06,6492,"[307055, 710851, 60703, 136274, 9068]","[' roman  ', ' anticipation  ', "" roman d'anticipation  "", ' dystopie  ', ' fantastique  ', ' littérature  ', ' errance  ', ' apocalypse  ', ' survie  ', ' fin du monde  ', ' adapté au cinéma  ', ' cannibalisme  ', ' post-apocalyptique  ', ' science-fiction  ', ' relation père-fils  ', ' famille  ', ' états-unis  ', ' littérature américaine  ', ' 21ème siècle  ', ' prix pulitzer  ', 'post-apocalyptique', 'Voir plus']"
775626,/auteur/Jean-Marc-Ligny/8480,Semences,"Sur une Terre dont le climat a radicalement changé suite à lemballement climatique des trois siècles précédents...
 Un jeune couple, Denn et Nao, issu dune tribu cavernicole dAmérique du Nord, entreprend un voyage vers un « paradis terrestre » aperçu sur un foulard en soie peinte que leur a légué un homme bardé dobjets inconnus, sorti du désert pour venir mourir près de leur grotte.>Voir plus",3.76,42,"[1152797, 123397, 826063, 1091413, 685223]","[' littérature générale  ', ' aventure  ', ' roman  ', ' anticipation  ', ' dystopie  ', ' fantastique  ', ' littérature jeunesse  ', ' post-apocalyptique  ', ' groenland  ', ' désert  ', ' sauvages  ', ' nomades  ', ' espoir  ', ' fin du monde  ', ' quête initiatique  ', ' climat  ', ' littérature  ', ' science-fiction  ', ' écologie  ', ' littérature française  ', 'science-fiction', 'Voir plus']"
1333167,/auteur/Diane-Cook/583600,Dans l'Etat Sauvage,"Dans un monde dévasté par le changement climatique et dans lequel lair est devenu irrespirable, Bea voit l'état de santé de sa fille Agnes se dégrader de jour en jour. Comme bon nombre de personnes, la fillette de cinq ans souffre de graves troubles pulmonaires et il ne fait aucun doute quelle va mourir si elle ne quitte pas rapidement la Ville, mégapole surpeuplée et plongée dans un éternel brouillard de pollution. 
La seule solution qui soffre à Bea et A",3.78,58,"[1254035, 1228754, 1561886, 1324520, 1354762]","[' littérature générale  ', ' roman  ', ' dystopie  ', ' anticipation  ', ' nature  ', ' effondrement  ', ' forêts  ', ' survie  ', ' littérature  ', ' femmes  ', ' condition humaine  ', ' survivalisme  ', ' science-fiction  ', ' écologie  ', ' relations mère-fille  ', ' états-unis  ', ' amérique  ', ' littérature américaine  ', ' contemporain  ', ' littérature contemporaine  ', 'survivalisme', 'Voir plus', 'écologie', 'developpement durable', 'Consommation durable', 'protection de la nature', 'protection animale', ""protection de l'environnement"", 'pédagogie', 'mers et océans']"
48555,/auteur/Doris-Lessing/3435,Mara et Dann,"""Mara & Dann"" raconte l'odyssée de deux enfants, dans un monde dévasté après une terrible sécheresse, qui contraint les survivants à aller toujours plus au nord afin de trouver les dernières réserves d'eau potables. Les deux enfants doivent lutter pour survivre au sein de cette societé devenue tribale, archaïque, impitoyable.",3.62,75,"[33195, 180284, 14862, 110238, 26545]","[' littérature générale  ', ' roman étranger  ', ' aventure  ', "" roman d'aventure  "", ' roman  ', ' anticipation  ', ' dystopie  ', ' bande dessinée  ', ' poésie  ', ' littérature  ', ' enfance  ', ' survie  ', ' sécheresse  ', ' science-fiction  ', ' prix nobel de littérature  ', ' europe  ', ' roman anglais  ', ' littérature anglaise  ', ' afrique  ', ' angleterre  ', 'sécheresse', 'Voir plus']"
